firstname,Total,J_1908,J_1909,J_1910,J_1911,J_1912,J_1913,J_1914,J_1915,J_1916,J_1917,J_1918,J_1919,J_1920,J_1921,J_1922,J_1923,J_1924,J_1925,J_1926,J_1927,J_1928,J_1929,J_1930,J_1931,J_1932,J_1933,J_1934,J_1935,J_1936,J_1937,J_1938,J_1939,J_1940,J_1941,J_1942,J_1943,J_1944,J_1945,J_1946,J_1947,J_1948,J_1949,J_1950,J_1951,J_1952,J_1953,J_1954,J_1955,J_1956,J_1957,J_1958,J_1959,J_1960,J_1961,J_1962,J_1963,J_1964,J_1965,J_1966,J_1967,J_1968,J_1969,J_1970,J_1971,J_1972,J_1973,J_1974,J_1975,J_1976,J_1977,J_1978,J_1979,J_1980,J_1981,J_1982,J_1983,J_1984,J_1985,J_1986,J_1987,J_1988,J_1989,J_1990,J_1991,J_1992,J_1993,J_1994,J_1995,J_1996,J_1997,J_1998,J_1999,J_2000,J_2001,J_2002,J_2003,J_2004,J_2005,J_2006,J_2007,J_2008,J_2009,J_2010,J_2011,J_2012,J_2013,J_2014
Richard,1826,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,4,*,4,3,6,7,7,6,10,9,6,11,10,8,18,17,9,22,31,19,32,41,29,39,37,39,28,19,40,25,23,29,36,29,43,21,38,25,46,46,42,58,39,60,64,47,51,43,40,41,35,17,23,23,23,21,20,18,10,20,19,18,16,20,8,13,16,10,13,8,7,10,3,13,12,6,6,8,8,3,5,*,*,6,4,*,*,4,3,*
Guy,1825,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,3,4,4,7,14,21,13,18,21,33,27,22,32,30,36,37,34,29,36,37,40,42,45,47,43,63,48,52,41,49,47,34,67,40,43,51,51,55,39,57,42,42,24,23,21,22,17,28,17,12,14,5,12,7,6,7,8,13,6,12,7,9,3,6,3,4,6,4,*,3,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,4,*,*,*
Victor,1815,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,*,7,4,3,5,12,7,6,7,7,8,4,9,8,5,5,8,5,11,8,13,16,4,17,10,12,8,13,11,13,11,12,20,18,11,16,17,13,16,20,16,13,14,22,11,15,19,19,24,23,27,21,20,28,29,18,18,17,17,18,19,28,29,32,27,22,24,26,39,43,51,49,31,48,37,45,32,36,22,28,21,31,35,39,35,39,39,45,35,27
Jérémy,1800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,6,10,7,13,15,24,27,38,44,58,74,66,64,95,87,101,83,82,69,94,60,66,55,62,55,51,52,44,32,46,35,24,42,20,23,22,23,15
Yannick,1777,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,3,*,*,*,*,3,*,*,*,5,7,8,8,9,10,18,13,12,33,36,32,32,33,33,27,25,45,52,42,56,72,76,78,93,79,86,81,63,74,58,55,29,40,39,38,30,27,22,29,27,18,18,12,15,9,7,14,11,4,9,6,*
Miguel,1762,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,3,*,*,*,*,6,5,*,8,7,8,*,4,10,6,5,8,13,17,10,10,9,11,25,24,25,21,19,24,20,28,25,31,28,27,36,42,41,47,46,49,47,46,47,39,37,30,30,27,40,32,21,31,15,23,24,22,22,21,39,37,32,35,21,21,24,30,33,28,25,20,32,23,16,19,14,15,10,19
Emmanuel,1732,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,3,*,*,3,*,3,4,5,4,3,5,8,3,10,7,10,10,11,13,7,5,10,10,15,14,15,19,23,32,34,33,37,47,55,82,61,54,53,62,66,50,53,40,57,33,44,37,38,32,32,24,24,18,23,29,22,22,26,19,19,20,20,15,9,15,10,13,10,12,6,11,3,17,8,8,11,10,8,9,10,7
Alexis,1722,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,3,3,6,3,*,4,3,5,4,4,5,4,*,8,6,6,7,4,5,3,5,3,*,5,4,4,*,*,6,6,3,6,5,7,3,7,8,8,5,17,8,11,13,18,18,15,19,13,15,20,16,15,12,17,9,25,21,20,10,19,29,25,36,37,32,41,40,36,32,37,51,48,49,47,44,56,54,44,62,59,52,55,58,52,63,62
Steve,1703,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,*,3,6,8,14,10,20,16,28,24,44,36,36,55,47,55,54,47,74,65,59,69,50,57,61,55,52,59,56,50,55,45,50,49,48,61,33,20,23,24,13,12,3,9,5,*,5,*,*,3,3,*,5,*,*
Benoît,1698,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,3,3,3,*,*,*,*,5,4,6,4,5,4,3,5,8,14,5,17,13,14,17,13,13,18,23,37,21,32,25,21,30,22,20,23,28,26,25,38,35,52,36,40,42,41,35,44,42,50,42,46,33,41,48,52,29,46,33,27,39,32,33,35,26,28,22,18,11,13,6,5,4,6,8,7,6,9,3
Hans,1687,*,*,*,*,*,*,*,*,*,*,*,*,4,4,5,10,12,19,16,15,26,21,25,24,33,26,29,35,36,44,43,56,54,47,77,71,57,72,46,46,55,58,51,48,43,39,31,38,36,33,30,26,20,30,23,17,24,7,15,10,10,7,7,6,*,3,*,5,3,*,4,*,*,*,*,3,*,3,*,3,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,3,*,*
John,1668,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,6,6,*,3,4,4,6,9,9,12,11,11,9,15,9,16,11,25,20,18,18,22,21,35,27,22,23,22,21,22,25,24,40,31,33,30,29,43,40,30,35,39,36,35,40,38,47,42,21,26,23,26,22,20,22,24,16,27,22,11,16,19,13,10,13,17,14,10,21,19,16,14,5,11,9,12,5,6,9,8,12,5,13,8,9,9,3,6,6,6
Luc,1665,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,6,9,7,6,4,8,6,6,6,10,11,11,19,7,13,14,21,15,19,13,26,23,19,23,25,32,33,31,35,51,27,41,50,30,36,37,36,29,25,25,32,28,29,29,17,21,21,18,18,19,20,24,27,15,23,25,20,20,21,25,22,18,26,21,24,22,16,26,14,21,11,14,16,8,11,15,12,13,10,5,11,6,8,4
Francesco,1662,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,4,*,3,5,8,10,8,13,17,15,25,20,20,8,21,17,24,28,18,32,32,25,37,28,27,27,21,26,25,16,23,27,28,43,24,37,28,35,36,40,36,25,35,33,25,25,21,22,19,17,17,23,16,22,18,22,30,23,21,17,37,28,14,20,13,18,11,17,9,6,5,13,7,8,11,7,5,8,7,5,7,*,7,9,3,10,5,5,6
Matteo,1661,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,*,*,*,*,*,*,*,3,*,4,3,*,*,*,5,*,*,5,3,3,8,7,7,8,9,9,*,10,7,14,15,13,9,4,9,12,12,19,10,16,14,13,13,8,19,28,27,21,34,46,55,79,63,71,96,97,95,83,95,99,67,70,73,58,75
Théo,1652,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,9,10,13,17,15,34,40,33,41,63,86,98,106,82,89,92,75,93,83,89,73,88,95,110,89
William,1649,*,*,*,*,*,*,*,*,*,*,4,*,*,*,6,5,3,6,8,5,5,5,11,7,8,7,12,13,11,11,8,15,11,9,15,17,15,17,11,19,15,15,15,17,12,11,12,13,14,15,19,14,7,6,16,15,15,8,20,15,11,20,13,19,11,16,9,11,12,12,10,17,11,17,11,16,8,12,15,21,27,30,20,26,19,26,34,24,25,36,31,30,39,34,20,26,32,30,33,40,30,26,41,33,34,40,47
Noah,1645,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,4,*,5,11,17,20,26,55,86,102,100,102,114,116,101,106,118,104,120,106,112,98
Giovanni,1638,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,3,7,*,10,7,10,10,17,19,24,18,17,30,26,33,39,35,30,29,25,29,34,31,20,30,24,31,18,25,29,29,28,30,22,40,34,25,32,48,33,31,46,32,33,27,32,28,26,19,18,14,22,15,9,15,16,13,12,19,15,19,9,12,11,9,9,8,3,9,3,*,7,4,7,4,8,6,12,6,*,4,5,3,7,7,3,8,6,6,5
Michaël,1616,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,3,7,10,11,23,13,10,27,31,34,38,45,32,54,51,66,73,84,64,105,110,119,99,71,76,39,54,45,18,25,18,14,18,12,10,8,11,16,7,5,4,5,8,3,*,*,6,5
Albert,1612,*,*,*,*,*,*,*,*,*,3,3,6,7,11,15,14,17,36,25,18,30,29,31,35,43,32,42,48,45,41,50,39,29,34,45,47,48,43,49,37,41,31,26,32,37,30,20,28,13,21,18,21,28,18,18,11,8,14,12,6,10,6,7,5,6,5,3,3,6,7,*,5,8,8,5,7,5,3,4,9,8,6,3,*,7,4,6,7,7,*,*,4,6,4,*,5,*,3,6,5,*,*,*,4,7,*,5
Nuno,1589,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,3,*,*,*,*,4,4,3,6,5,12,14,18,18,33,61,69,99,102,104,127,123,104,84,87,68,50,46,46,35,20,28,21,16,10,16,12,7,11,15,8,10,6,9,11,11,7,3,*,9,4,7,4,*,*,*
Patrice,1588,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,4,4,16,13,17,33,35,33,35,43,71,53,66,69,62,66,52,63,54,41,40,54,34,34,35,41,44,44,45,31,34,24,40,22,24,20,19,19,18,15,9,11,9,10,9,8,7,10,3,*,7,3,3,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*
Cyril,1585,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,6,5,7,7,*,4,13,5,9,14,16,21,28,32,41,41,31,38,32,44,45,39,47,48,37,41,53,50,49,32,48,39,58,38,39,44,49,44,43,32,31,34,34,23,18,20,13,23,12,7,11,10,11,13,8,10
Roberto,1575,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,4,4,5,*,5,3,6,6,7,12,10,5,*,11,11,10,11,11,12,13,9,13,13,17,24,32,29,36,26,28,40,44,37,37,45,39,53,50,35,56,37,37,44,29,41,35,45,36,38,36,36,34,27,28,24,23,18,17,18,14,9,9,16,11,11,13,9,8,4,10,4,3,5,*,3,4,*,*,*,5,*,*,*
Diego,1574,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,3,*,4,3,*,6,4,3,*,*,6,6,8,4,5,10,11,4,9,8,13,14,10,8,5,9,17,12,13,15,22,14,20,17,19,23,20,30,22,27,35,24,18,20,14,15,29,22,18,27,24,20,37,34,31,26,47,45,56,71,60,64,70,52,65,60,64,71
Bastien,1565,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,5,3,3,13,8,10,13,18,27,27,16,27,30,43,43,50,62,67,56,74,65,57,47,48,45,62,56,59,50,38,45,46,44,34,30,25,22,25,22,32,33,35,36
Léo,1537,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,6,3,*,3,*,*,*,3,*,*,*,*,*,*,4,*,3,*,3,*,*,*,*,*,*,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,*,*,*,7,4,5,8,10,10,24,19,21,27,39,40,52,54,45,68,85,58,74,81,78,64,72,59,82,89,84,98,89
Robin,1524,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,6,*,3,7,9,3,4,8,3,5,*,6,5,6,4,10,4,13,7,11,11,16,8,10,10,17,16,21,37,26,25,52,60,49,63,66,68,75,55,63,52,38,42,56,41,34,44,38,39,27,44,44,35,50,52
Bertrand,1523,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,*,*,5,3,4,*,*,5,8,5,12,14,12,7,7,20,8,12,19,23,17,25,23,37,40,41,27,40,27,47,44,41,56,59,55,70,50,45,39,51,55,36,41,44,31,31,31,30,20,17,17,21,20,17,11,20,13,9,9,*,5,4,4,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Hervé,1465,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,3,3,*,*,3,4,5,8,6,7,4,5,9,13,8,8,11,12,9,12,12,18,18,16,20,25,29,23,22,36,29,26,40,38,39,59,48,45,48,51,67,48,40,52,44,32,30,41,22,27,28,17,31,34,15,16,13,16,17,13,9,4,13,8,10,4,9,3,3,8,*,*,*,3,*,*,*,*,*,*,*,*,*,*
Willy,1441,*,*,*,*,*,*,*,*,*,*,*,4,6,8,4,6,13,17,13,21,24,20,24,31,42,36,31,50,54,41,41,50,40,44,51,61,56,47,46,57,31,34,38,27,28,32,13,22,25,17,21,28,13,15,18,16,9,9,8,10,6,8,4,3,3,5,3,4,3,*,7,*,*,*,*,*,3,*,3,4,*,*,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*
Pierre-Alain,1434,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,6,7,20,15,15,20,24,19,41,33,43,38,53,59,47,67,40,58,66,51,43,64,42,62,52,68,41,52,36,43,30,20,17,17,12,10,13,9,9,5,3,5,7,5,6,*,4,*,7,*,5,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Matthieu,1424,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,5,*,*,9,7,6,10,8,8,12,22,10,26,29,29,30,41,39,47,40,53,49,46,63,54,61,53,48,56,54,39,45,37,21,45,38,23,24,28,26,22,22,19,26,19,18,19,10,16
Rafael,1421,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,3,*,*,*,*,3,4,4,4,*,*,5,5,10,5,7,7,4,6,10,11,9,6,9,6,7,8,12,13,9,14,11,10,4,15,13,17,12,11,15,12,23,20,15,13,24,24,18,21,21,33,27,39,36,34,37,39,42,36,35,37,40,55,55,40,65,50,64,38,43,65
João,1413,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,4,9,8,3,9,13,10,16,27,20,19,34,29,23,20,30,31,38,32,31,40,32,29,30,38,29,33,33,24,30,34,30,36,36,39,27,19,34,27,29,31,15,35,22,25,13,10,21,14,24,12,17,16,10,10,15,16,9,12,9,6,10,5,5,4
Jean-Paul,1412,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,*,5,7,10,10,8,12,11,18,21,14,22,20,25,35,47,31,51,39,47,54,62,53,62,40,53,60,35,36,29,39,39,30,32,35,32,31,26,26,34,13,10,12,14,10,9,11,10,9,5,5,*,4,4,3,*,*,*,5,*,*,*,*,*,*,*,4,*,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Rémy,1409,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,7,8,7,9,9,11,10,9,12,22,16,15,18,19,18,20,21,26,23,19,20,31,31,26,24,17,30,24,24,25,24,20,23,31,16,19,25,12,13,16,16,17,16,11,8,11,6,5,6,4,6,6,*,5,8,6,16,14,14,9,11,17,17,17,16,25,22,20,14,21,19,23,20,29,19,20,20,19,11,19,15,13,14,17,8,11,3,*,4
Mathias,1361,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,3,3,3,4,*,4,8,8,6,6,5,16,11,16,16,17,20,17,25,22,21,25,17,28,29,28,31,23,28,38,35,28,29,32,44,36,36,35,38,36,32,37,36,28,34,33,38,23,43,41,37,42,53,40
António,1353,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,6,14,7,21,22,24,30,37,44,32,49,46,48,65,63,66,66,49,60,36,40,39,36,53,34,27,29,27,31,15,14,22,28,18,23,8,11,11,17,9,7,7,8,4,3,3,*,6,*,*,*,*,3,*,*,*,*,4,*,*,*,*,*,*,*,*
Ivan,1335,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,3,3,3,4,9,3,8,9,5,4,4,4,5,8,6,10,6,6,8,8,12,12,15,9,20,16,21,24,16,30,24,22,32,20,27,21,23,20,21,20,33,31,25,39,29,43,36,30,25,22,31,26,35,21,30,22,25,22,23,17,23,20,19,17,18,19,17,16,14,12,14,9,18,9,8
Lucien,1335,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,6,8,13,9,8,5,8,12,13,10,15,9,20,11,6,15,9,14,13,16,26,10,7,16,14,21,14,9,16,16,11,8,7,8,7,7,6,6,5,5,9,5,8,7,5,7,*,7,7,6,5,7,*,6,10,9,16,14,15,15,16,11,18,17,19,14,25,24,30,26,27,30,30,23,26,22,25,20,22,24,17,22,21,20,13,20,21,28,30,29,21,32
Etienne,1334,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,5,4,*,7,3,6,4,8,12,7,11,7,8,10,7,9,10,9,9,21,18,13,12,20,18,23,23,13,15,18,23,17,19,27,22,20,19,27,17,27,24,19,24,19,19,17,18,15,19,17,20,7,16,15,20,16,21,24,16,11,22,17,23,22,17,20,24,27,24,18,21,23,21,18,12,6,14,6,16,12,9,4,3,11,4,5,5,3,6,*,4
Jean-Jacques,1320,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,5,3,5,10,8,12,11,8,14,22,20,16,17,24,23,22,24,31,46,34,37,55,48,58,59,41,45,47,50,43,32,42,38,38,34,31,34,30,22,20,18,16,15,17,10,12,8,10,6,3,6,*,*,*,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Alessandro,1305,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,4,4,4,*,*,3,4,5,5,3,9,4,6,5,4,*,*,*,3,*,5,*,6,5,6,7,9,11,9,11,11,22,20,24,19,23,21,26,23,29,28,35,27,25,32,24,24,28,20,26,22,21,16,18,35,16,24,22,32,15,24,14,22,22,17,19,30,31,22,35,22,26,18,20,23,15,22,15,20,15,15
Ali,1305,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,3,*,4,6,4,7,4,8,11,7,10,5,12,17,16,14,20,19,11,16,25,27,24,27,26,29,39,31,20,27,20,28,19,18,21,32,23,20,27,21,18,22,32,18,24,26,31,19,23,17,17,18,22,12,15,14,11,15,12,12,8,12,11,11,18,19,11,8,17,5,13,14,14,17,16,15
Jean-Daniel,1299,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,5,6,5,6,9,10,14,14,14,11,24,27,21,24,37,34,27,34,42,43,49,39,55,40,56,32,45,44,32,31,41,38,35,37,36,24,26,22,30,20,23,14,6,13,14,5,4,7,6,6,8,7,*,8,*,3,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Salvatore,1285,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,4,6,7,3,10,15,12,15,22,20,18,23,16,22,30,28,21,32,29,30,20,22,22,17,21,17,19,28,32,18,31,33,24,34,23,32,35,43,25,25,19,27,23,24,25,19,22,24,13,11,12,15,12,15,9,9,15,12,7,3,5,12,4,3,6,3,4,4,*,3,*,6,*,*,*,*,*,*,5,*,*,*,*,3,5,*
Walter,1284,*,*,*,*,*,*,*,*,*,*,*,*,5,6,3,11,6,14,10,22,22,15,21,24,22,18,34,29,34,34,22,36,38,32,41,33,33,51,39,34,26,28,37,32,23,19,22,27,17,25,15,25,18,29,21,20,20,15,19,15,11,10,10,5,10,7,6,10,5,7,3,5,3,*,5,*,3,3,5,*,3,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,*,*,*,*,*,*,*,*,*,*,*
Loris,1265,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,3,*,*,4,*,*,*,*,6,*,3,*,7,4,5,*,3,6,5,4,3,4,6,3,3,5,3,*,*,5,7,12,9,11,23,16,25,34,43,43,49,42,56,59,47,55,56,53,51,42,53,55,31,50,36,51,53,47,40
Alexander,1238,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,*,*,*,*,*,*,3,5,5,*,*,6,6,6,7,5,14,3,9,9,4,4,8,6,10,7,9,6,17,9,13,10,13,15,20,11,16,14,22,15,20,23,20,21,18,27,20,20,14,16,18,14,17,14,20,28,16,22,22,20,18,29,22,26,21,26,28,24,21,21,21,15,22,25,23,19,20,25,26,27,12,25,21
Grégoire,1231,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,4,4,8,*,*,8,11,5,7,14,8,15,17,17,21,21,26,33,40,36,46,36,38,35,51,43,40,34,35,33,33,29,21,42,32,34,23,27,21,21,21,25,24,13,25,17,20,14,8,8,7,6,7,7,4,8,5,5,7,7
Sergio,1225,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,6,6,8,5,7,9,8,8,8,10,7,4,7,9,14,6,16,12,11,11,8,15,22,9,13,15,8,21,23,27,27,19,24,22,24,13,28,34,38,31,40,37,43,43,43,32,44,26,29,37,20,19,16,16,10,13,10,7,11,5,10,9,8,9,8,6,8,7,7,4,*,4,*,*,6,*,3,*,3,3
Vitor,1201,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,4,5,7,7,10,7,11,16,21,27,22,31,28,42,34,43,48,31,48,46,41,38,35,44,43,28,46,28,32,29,24,33,42,31,25,25,32,16,10,6,9,10,5,7,6,7,6,6,7,6,4,5,5,5,*,*,*,*,*,*,*,*,*,*
Grégory,1183,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*,4,9,13,16,18,21,24,36,39,45,37,35,47,62,66,75,63,41,41,31,43,28,37,27,33,18,21,20,18,18,29,15,13,16,18,12,15,8,14,14,6,13,4,3,4,*
Jonas,1152,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,10,10,17,17,15,18,22,20,22,29,34,48,44,37,41,46,45,39,32,41,45,29,39,31,32,37,43,23,29,27,21,31,27,27,24,25,30,23
Jean-Michel,1150,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,5,6,4,6,6,16,9,11,12,20,24,27,43,35,39,35,38,27,50,46,41,40,39,50,38,42,33,46,28,30,40,33,30,20,22,28,12,8,11,14,5,8,8,9,6,8,4,3,*,4,*,4,*,3,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Claudio,1147,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,*,*,*,*,*,*,*,3,5,4,3,5,6,4,5,3,9,4,3,6,6,5,13,9,12,12,10,24,26,25,22,24,29,29,45,42,52,41,35,27,28,23,24,28,30,23,22,19,24,16,19,28,15,22,16,22,27,17,12,25,10,11,15,13,12,14,10,*,7,9,6,8,6,3,*,*,*,*,*,3,*,*,*,3,*
Axel,1126,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,4,3,*,*,*,*,4,5,*,5,*,5,*,6,5,5,8,8,*,6,5,8,*,3,9,12,8,16,21,19,19,30,17,43,28,43,48,46,41,56,34,43,45,44,49,39,35,30,40,40,33,51,33,30
Jean-Marie,1120,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,8,4,11,17,13,25,11,11,7,16,15,19,28,26,15,26,25,30,43,33,29,29,35,40,32,22,41,30,23,36,34,21,15,25,26,29,24,24,17,18,25,17,15,9,9,8,8,*,12,6,4,5,6,9,3,*,3,5,3,*,*,6,*,3,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
